,Rank,Player,Team,Position,Games,Statistics,Goals ⇵,Shots ⇵,Shooting Accuracy ⇵,Season
33,34,Josip Sarac,FAG,Left Back,31,,126,198,63.64 %,2023/24
34,35,Uladzislau Kulesh,HAN,Left Back,34,,126,219,57.53 %,2023/24
35,36,Niels Gerardus Versteijnen,TBV,Right Back,34,,124,214,57.94 %,2023/24
36,37,Dainis Krištopāns,MTM,Right Back,34,,122,200,61.00 %,2023/24
37,38,Lasse Møller,SGF,Left Back,34,,122,213,57.28 %,2023/24
38,39,Frederik Ladefoged,BHC,Pivot,33,,122,173,70.52 %,2023/24
39,40,Simon Pytlick,SGF,Left Back,28,,120,208,57.69 %,2023/24
40,41,Justus Fischer,HAN,Pivot,28,,116,163,71.17 %,2023/24
41,42,Leif Tissier,HSV,Centre Back,34,,115,170,67.65 %,2023/24
42,43,Frederik Bo Andersen,HSV,Right Wing,34,,115,166,69.28 %,2023/24
43,44,Mijajlo Marsenic,BER,Pivot,33,,112,146,76.71 %,2023/24
44,45,Ellidi Snaer Vidarsson,GUM,Pivot,34,,107,151,70.86 %,2023/24
45,46,Magnus Saugstrup,SCM,Pivot,33,,106,118,89.83 %,2023/24
46,47,Lukas Jørgensen,SGF,Pivot,34,,106,123,86.18 %,2023/24
47,48,Nikola Bilyk,THW,Left Back,34,,105,173,60.69 %,2023/24
48,49,David Schmidt,FAG,Right Back,32,,105,209,50.24 %,2023/24
49,50,Lukas Stutzke,BHC,Left Back,33,,104,204,50.98 %,2023/24
50,51,Lukas Binder,LEI,Left Wing,33,,103,147,70.07 %,2023/24
51,52,Oddur Gretarsson,HBW,Left Wing,30,,103,143,72.03 %,2023/24
52,53,Mads Kjeldgaard Andersen,BHC,Left Back,34,,102,209,48.80 %,2023/24
53,54,Lukas Blohme,GUM,Right Wing,31,,101,143,70.63 %,2023/24
54,55,Tim Hornke,SCM,Right Wing,34,,100,132,75.76 %,2023/24
55,56,Simon Jeppsson,HCE,Left Back,34,,100,188,53.19 %,2023/24
56,57,Marko Grgić,EIS,Centre Back,27,,100,156,64.10 %,2023/24
57,58,Elias Ellefsen á Skipagøtu,THW,Centre Back,34,,98,184,53.26 %,2023/24
58,59,Vincent Büchner,HAN,Left Wing,34,,98,130,75.38 %,2023/24
59,60,Filip Vistorop,HBW,Centre Back,31,,98,205,47.80 %,2023/24
60,61,Tim Zechel,HCE,Pivot,34,,98,120,81.67 %,2023/24
61,62,David Móré,RNL,Left Wing,33,,97,137,70.80 %,2023/24
62,63,Zoran Ilic,HSV,Right Back,27,,94,166,56.63 %,2023/24
63,64,Niklas Weller,HSV,Pivot,32,,94,129,72.87 %,2023/24
64,65,Hampus Olsson,HCE,Right Wing,31,,94,136,69.12 %,2023/24
65,66,Kristjan Horzen,GUM,Pivot,33,,94,119,78.99 %,2023/24
66,67,Erik Balenciaga,MTM,Centre Back,33,,93,141,65.96 %,2023/24
67,68,Jim Gottfridsson,SGF,Centre Back,32,,93,139,66.91 %,2023/24
68,69,Tim Suton,TBV,Centre Back,31,,93,145,64.14 %,2023/24
69,70,Jacob Arenth Lassen,HSV,Right Back,25,,93,160,58.13 %,2023/24
70,71,Renars Uscins,HAN,Right Back,27,,93,167,55.69 %,2023/24
71,72,Giorgi Tskhovrebadze,GUM,unknown,33,,92,169,54.44 %,2023/24
72,73,Sebastian Heymann,FAG,Left Back,32,,90,164,54.88 %,2023/24
73,74,Luca Witzke,LEI,Centre Back,22,,90,145,62.07 %,2023/24
74,75,Jerry Tollbring,BER,unknown,34,,90,134,67.16 %,2023/24
75,76,Nikola Grahovac,HBW,Pivot,32,,89,114,78.07 %,2023/24
76,77,Erik Persson,FAG,Right Back,34,,89,159,55.97 %,2023/24
77,78,Stefan Cavor,WET,Right Back,34,,88,184,47.83 %,2023/24
78,79,Christopher Bissel,HCE,Left Wing,34,,88,126,69.84 %,2023/24
79,80,Christoph Steinert,HCE,Right Back,34,,88,164,53.66 %,2023/24
80,81,Johan Hansen,SGF,Right Wing,34,,88,141,62.41 %,2023/24
81,82,Alexander Saul,EIS,Right Back,33,,87,134,64.93 %,2023/24
82,83,Marino Maric,TVB,Pivot,34,,86,119,72.27 %,2023/24
83,84,Linus Arnesson,BHC,Centre Back,29,,86,161,53.42 %,2023/24
84,85,Ivan Snajder,EIS,Left Wing,31,,86,127,67.72 %,2023/24
85,86,Teitur Örn Einarsson,SGF,Right Back,32,,85,147,57.82 %,2023/24
86,87,Kresimir Kozina,FAG,Pivot,31,,85,122,69.67 %,2023/24
87,88,Patrick Wiencek,THW,Pivot,34,,85,119,71.43 %,2023/24
88,89,Jerome Müller,HBW,Right Back,30,,85,143,59.44 %,2023/24
89,90,Patrick Volz,HBW,Left Wing,23,,85,118,72.03 %,2023/24
90,91,Lukas Zerbe,TBV,Right Wing,34,,84,112,75.00 %,2023/24
91,92,Jan Brosch,TBV,Pivot,28,,84,123,68.29 %,2023/24
92,93,Janus Dadi Smarason,SCM,Centre Back,33,,83,113,73.45 %,2023/24
93,94,Emil Buhl Lærke,TBV,Left Back,31,,82,154,53.25 %,2023/24
94,95,Jon Lindenchrone Andersen,RNL,unknown,34,,81,127,63.78 %,2023/24
95,96,Harald Reinkind,THW,Right Back,31,,80,148,54.05 %,2023/24
96,97,Peter Walz,EIS,Pivot,34,,80,112,71.43 %,2023/24
97,98,Jonathan Edvardsson,HAN,Centre Back,34,,80,130,61.54 %,2023/24
98,99,Tim Nothdurft,BHC,Left Wing,31,,78,100,78.00 %,2023/24
99,100,Tobias Reichmann,RNL,Right Wing,15,,78,102,76.47 %,2023/24
100,101,Hendrik Wagner,WET,Left Back,34,,77,143,53.85 %,2023/24
101,102,Ole Pregler,GUM,Centre Back,32,,75,128,58.59 %,2023/24
102,103,Branko Vujovic,HAN,Right Back,32,,75,152,49.34 %,2023/24
103,104,Leo Prantner,HBW,Right Wing,24,,74,109,67.89 %,2023/24
104,105,Jona Schoch,HBW,Left Back,31,,74,156,47.44 %,2023/24
105,106,Lutz Heiny,HCE,Left Back,28,,74,133,55.64 %,2023/24
106,107,Max Häfner,TVB,Centre Back,23,,74,120,61.67 %,2023/24
107,108,Tilen Kodrin,GUM,Left Wing,34,,74,86,86.05 %,2023/24
108,109,Rune Dahmke,THW,Left Wing,33,,73,102,71.57 %,2023/24
109,110,Miro Schluroff,GUM,Left Back,33,,71,126,56.35 %,2023/24
110,111,Nils Lichtlein,BER,Centre Back,33,,70,111,63.06 %,2023/24
111,112,Egon Hanusz,TVB,Centre Back,32,,70,108,64.81 %,2023/24
112,113,Lukas Laube,TVB,Pivot,19,,69,88,78.41 %,2023/24
113,114,Albin Lagergren,SCM,Right Back,34,,69,90,76.67 %,2023/24
114,115,Yannick Fraatz,BHC,Right Wing,33,,68,106,64.15 %,2023/24
115,116,Jonathan Svensson,HCE,Left Back,30,,67,124,54.03 %,2023/24
116,117,Eloy Morante Maldonado,BHC,Centre Back,30,,67,98,68.37 %,2023/24
117,118,Dominik Mappes,GUM,Centre Back,24,,65,123,52.85 %,2023/24
118,119,Csaba Leimeter,HBW,Right Back,34,,63,118,53.39 %,2023/24
119,120,Kay Smits,SGF,Right Back,15,,63,99,63.64 %,2023/24
120,121,Rogerio Moraes Ferreira,MTM,Pivot,33,,63,83,75.90 %,2023/24
121,122,Magnus Landin Jacobsen,THW,Left Wing,29,,62,78,79.49 %,2023/24
122,123,Martin Hanne,HAN,Left Back,31,,62,104,59.62 %,2023/24
123,124,Staffan Peter,LEI,Right Wing,29,,62,96,64.58 %,2023/24
124,125,Moritz Preuss,LEI,Pivot,25,,61,79,77.22 %,2023/24
125,126,Julius Kühn,MTM,Left Back,34,,60,109,55.05 %,2023/24
126,127,Emil Mellegard,WET,Left Wing,33,,60,89,67.42 %,2023/24
127,128,Mads Mensah Larsen,SGF,unknown,34,,59,98,60.20 %,2023/24
128,129,Tim Kneule,FAG,Centre Back,34,,59,102,57.84 %,2023/24
129,130,Nico Büdel,HCE,Centre Back,27,,59,108,54.63 %,2023/24
130,131,Domagoj Duvnjak,THW,Centre Back,34,,59,101,58.42 %,2023/24
131,132,Rasmus Meyer Ejlersen,WET,Pivot,34,,58,78,74.36 %,2023/24
132,133,Gustav Davidsson,RNL,Left Back,27,,58,103,56.31 %,2023/24
133,134,Michael Damgaard,SCM,Left Back,27,,58,105,55.24 %,2023/24
134,135,Patrick Groetzki,RNL,Right Wing,21,,57,82,69.51 %,2023/24
135,136,Nemanja Zelenovic,WET,Right Back,30,,57,118,48.31 %,2023/24
136,137,Lukas Mertens,SCM,Left Wing,33,,57,84,67.86 %,2023/24
137,138,Simone Mengon,EIS,Left Back,32,,56,78,71.79 %,2023/24
138,139,Hendrik Pekeler,THW,Pivot,26,,56,81,69.14 %,2023/24
139,140,Andreas Flodman,FAG,Right Wing,29,,55,77,71.43 %,2023/24
140,141,Vladimir Vranjes,WET,Pivot,30,,55,79,69.62 %,2023/24
141,142,Djibril M'Bengue,BHC,unknown,32,,55,114,48.25 %,2023/24
142,143,Jaka Malus,FAG,Centre Back,30,,55,105,52.38 %,2023/24
143,144,Maximilian Gerbl,HAN,unknown,34,,55,82,67.07 %,2023/24
144,145,Sascha Pfattheicher,TVB,Right Wing,32,,54,80,67.50 %,2023/24
145,146,Olle Forsell Schefvert,RNL,Centre Back,29,,54,94,57.45 %,2023/24
146,147,Matthias Musche,SCM,Left Wing,33,,53,79,67.09 %,2023/24
147,148,Patrick Zieker,TVB,Left Wing,33,,53,65,81.54 %,2023/24
148,149,Jorge Serrano Villalobos,TVB,Right Wing,29,,53,68,77.94 %,2023/24
149,150,Andri Mar Runarsson,LEI,Centre Back,34,,52,108,48.15 %,2023/24
150,151,Tomas Babak,BHC,Centre Back,33,,52,80,65.00 %,2023/24
151,152,Oscar Bergendahl,SCM,Pivot,34,,51,62,82.26 %,2023/24
152,153,Ilija Brozovic,HAN,Pivot,34,,49,71,69.01 %,2023/24
153,154,Tobias Heinzelmann,HBW,Pivot,31,,49,80,61.25 %,2023/24
154,155,Magnus Fredriksen,WET,Centre Back,34,,48,104,46.15 %,2023/24
155,156,Marian Michalczik,HAN,Centre Back,34,,46,82,56.10 %,2023/24
156,157,Moritz Ende,EIS,Right Wing,33,,46,75,61.33 %,2023/24
157,158,Lukas Becher,WET,Left Wing,28,,46,75,61.33 %,2023/24
158,159,Willy Weyhrauch,EIS,Right Wing,24,,44,66,66.67 %,2023/24
159,160,Petter Øverby,THW,Pivot,34,,44,63,69.84 %,2023/24
160,161,Adrian Sipos,MTM,Pivot,34,,43,63,68.25 %,2023/24
161,162,Azat Valiullin,HSV,Left Back,34,,43,90,47.78 %,2023/24
162,163,Frederik Simak,TBV,Left Back,29,,43,59,72.88 %,2023/24
163,164,Leos Petrovsky,TBV,Pivot,34,,43,64,67.19 %,2023/24
164,165,Karl Erik Edvin Wallinius,THW,Left Back,34,,43,78,55.13 %,2023/24
165,166,Sebastian Firnhaber,HCE,Pivot,16,,42,54,77.78 %,2023/24
166,167,Elias Huber,HBW,Centre Back,33,,42,76,55.26 %,2023/24
167,168,Justin Kurch,EIS,Pivot,32,,41,59,69.49 %,2023/24
168,169,Leve Carstensen,TBV,Left Wing,34,,40,49,81.63 %,2023/24
169,170,Nicolai Theilinger,TBV,Right Back,33,,39,58,67.24 %,2023/24
170,171,Arnar Freyr Arnarsson,MTM,Pivot,31,,39,51,76.47 %,2023/24
171,172,David Mandic,MTM,Left Wing,30,,39,60,65.00 %,2023/24
172,173,Daniel Pettersson,SCM,Right Wing,29,,38,49,77.55 %,2023/24
173,174,Max Darj,BER,Pivot,32,,38,51,74.51 %,2023/24
174,175,Tobias Ellebæk,FAG,Left Back,31,,38,78,48.72 %,2023/24
175,176,Stephan Seitz,HCE,Right Back,28,,38,60,63.33 %,2023/24
176,177,Franko Lastro,FAG,Right Wing,28,,36,61,59.02 %,2023/24
177,178,Dimitri Ignatow,MTM,Right Wing,34,,36,53,67.92 %,2023/24
178,179,Fabian Wiede,BER,Right Back,17,,35,54,64.81 %,2023/24
179,180,Malte Donker,EIS,Right Back,34,,35,53,66.04 %,2023/24
180,181,Aron Seesing,BHC,Pivot,17,,33,38,86.84 %,2023/24
181,182,Oskar Sunnefeldt,LEI,Left Back,34,,33,67,49.25 %,2023/24
182,183,Antonio Metzner,HCE,Right Back,17,,32,46,69.57 %,2023/24
183,184,Lukas Saueressig,HBW,Centre Back,32,,32,62,51.61 %,2023/24
184,185,Sindre Aho,MTM,Centre Back,20,,31,37,83.78 %,2023/24
185,186,Philipp Weber,SCM,Left Back,30,,31,53,58.49 %,2023/24
186,187,Bobby Schagen,TBV,Right Wing,29,,31,40,77.50 %,2023/24
187,188,Tim Grüner,HBW,Left Wing,14,,30,45,66.67 %,2023/24
188,189,Steffen Weinhold,THW,Right Back,19,,30,59,50.85 %,2023/24
189,190,Philipp Ahouansou,RNL,Left Back,19,,30,58,51.72 %,2023/24
190,191,Christian O'Sullivan,SCM,Centre Back,33,,28,38,73.68 %,2023/24
191,192,Gisli Thorgeir Kristjansson,SCM,Centre Back,17,,28,46,60.87 %,2023/24
192,193,Maciej Gebala,LEI,Pivot,34,,28,33,84.85 %,2023/24
193,194,Veit Mävers,HCE,unknown,17,,28,48,58.33 %,2023/24
194,195,Fynn-Luca Nicolaus,TVB,Left Back,29,,28,55,50.91 %,2023/24
195,196,Timothy Reichmuth,EIS,Left Wing,34,,28,40,70.00 %,2023/24
196,197,Arnór Snær Óskarsson,GUM,Right Back,14,,27,39,69.23 %,2023/24
197,198,Simon Ernst,LEI,Centre Back,28,,27,46,58.70 %,2023/24
198,199,Tim Freihöfer,BER,Left Wing,34,,27,44,61.36 %,2023/24
199,200,Tim Gömmel,HCE,Right Wing,16,,26,34,76.47 %,2023/24
200,201,Yoav Lumbroso,EIS,Centre Back,15,,26,55,47.27 %,2023/24
201,202,Ole Klimpke,WET,unknown,31,,25,32,78.13 %,2023/24
202,203,Jan Forstbauer,TVB,Right Back,34,,23,51,45.10 %,2023/24
203,204,Daniel Ingason,HBW,Left Back,34,,23,60,38.33 %,2023/24
204,205,Grega Krecic,BHC,Right Back,15,,22,48,45.83 %,2023/24
205,206,Mathias Mark Pedersen,WET,Centre Back,20,,22,42,52.38 %,2023/24
206,207,Sven Ehrig,THW,Right Wing,22,,22,31,70.97 %,2023/24
207,208,Stefan Bauer,HCE,unknown,16,,22,33,66.67 %,2023/24
208,209,Mathis Häseler,GUM,Right Wing,34,,21,34,61.76 %,2023/24
209,210,Andreas Magaard,HSV,Pivot,13,,21,31,67.74 %,2023/24
210,211,August Pedersen,SGF,Left Wing,34,,21,25,84.00 %,2023/24
211,212,Dino Corak,HSV,unknown,15,,20,28,71.43 %,2023/24
212,213,Tim Ruggiero-Matthes,LEI,Left Wing,25,,20,32,62.50 %,2023/24
213,214,Florian Drosten,MTM,Left Wing,34,,20,35,57.14 %,2023/24
214,215,Lion Zacharias,RNL,Left Wing,29,,20,33,60.61 %,2023/24
215,216,Tilen Strmljan,HAN,Centre Back,33,,19,45,42.22 %,2023/24
216,217,Thies Bergemann,HSV,Right Wing,34,,19,31,61.29 %,2023/24
217,218,Philipp Meyer,EIS,Pivot,34,,19,27,70.37 %,2023/24
218,219,Adam Nyfjäll,HAN,Pivot,22,,19,23,82.61 %,2023/24
219,220,Dominik Axmann,HSV,Left Back,14,,18,41,43.90 %,2023/24
220,221,Moritz Strosack,LEI,Right Wing,17,,18,29,62.07 %,2023/24
221,222,Elias Fügel,HBW,unknown,14,,18,27,66.67 %,2023/24
222,223,Matthes Langhoff,BER,Left Back,26,,18,27,66.67 %,2023/24
223,224,Hakun West av Teigum,BER,Right Wing,33,,17,29,58.62 %,2023/24
224,225,Felix Danner,HBW,Pivot,26,,17,24,70.83 %,2023/24
225,226,Mads-Peter Lønborg,HCE,Right Wing,18,,16,27,59.26 %,2023/24
226,227,Yannik Bialowas,HCE,Left Wing,31,,16,23,69.57 %,2023/24
227,228,Till Hermann,FAG,Left Wing,28,,16,28,57.14 %,2023/24
228,229,Tim Hildenbrand,HBW,Right Wing,25,,16,35,45.71 %,2023/24
229,230,Vid Poteko,FAG,Pivot,34,,16,26,61.54 %,2023/24
230,231,Lucas Krzikalla,LEI,Right Wing,29,,15,24,62.50 %,2023/24
231,232,Elias Scholtes,BHC,Right Back,6,,15,28,53.57 %,2023/24
232,233,Isak Persson,BHC,Right Wing,26,,15,25,60.00 %,2023/24
233,234,Jonas Truchanovicius,TVB,Left Back,8,,14,25,56.00 %,2023/24
234,235,Aksel Horgen,SGF,Right Wing,34,,13,23,56.52 %,2023/24
235,236,Tom Jansen,GUM,unknown,6,,13,20,65.00 %,2023/24
236,237,Julian Fuchs,WET,Right Wing,30,,13,22,59.09 %,2023/24
237,238,Andreas Holst Jensen,RNL,Left Back,33,,12,34,35.29 %,2023/24
238,239,Jarnes Faust,THW,Right Wing,9,,12,16,75.00 %,2023/24
239,240,Steven Plucnar Jacobsen,RNL,Pivot,34,,11,13,84.62 %,2023/24
240,241,Hannes Feise,HAN,Left Wing,34,,11,22,50.00 %,2023/24
241,242,Nils Röller,FAG,Pivot,17,,11,14,78.57 %,2023/24
242,243,Ymir Örn Gislason,RNL,Pivot,33,,11,16,68.75 %,2023/24
243,244,Tomislav Severec,HSV,unknown,29,,10,19,52.63 %,2023/24
244,245,Ante Ivankovic,TVB,Left Back,13,,10,21,47.62 %,2023/24
245,246,Max Beneke,BER,Right Back,14,,10,15,66.67 %,2023/24
246,247,Nikolai Link,HCE,Left Back,34,,10,16,62.50 %,2023/24
247,248,Lucas Meister,SCM,Pivot,14,,10,14,71.43 %,2023/24
248,249,Niclas Benedict Heitkamp,EIS,Centre Back,14,,10,21,47.62 %,2023/24
249,250,Thomas Houtepen,TBV,Centre Back,18,,10,17,58.82 %,2023/24
250,251,Eduardo Gurbindo Martinez,THW,Right Back,20,,9,16,56.25 %,2023/24
251,252,Bart Ravensbergen,FAG,Goalkeeper,24,,9,13,69.23 %,2023/24
252,253,Paul Drux,BER,Left Back,17,,8,19,42.11 %,2023/24
253,254,Mait Patrail,EIS,Left Back,19,,8,13,61.54 %,2023/24
254,255,Erik Schmidt,WET,Pivot,13,,8,12,66.67 %,2023/24
255,256,Tom Kiesler,GUM,Left Back,34,,8,13,61.54 %,2023/24
256,257,Boris Zivkovic,SGF,Right Back,14,,7,9,77.78 %,2023/24
257,258,Marko Mamic,LEI,Left Back,34,,7,11,63.64 %,2023/24
258,259,Stepan Zeman,GUM,Pivot,33,,7,10,70.00 %,2023/24
259,260,Filip Kuzmanovski,WET,Left Back,12,,7,21,33.33 %,2023/24
260,261,Nikola Portner,SCM,Goalkeeper,27,,7,8,87.50 %,2023/24
261,262,Nikita Pliuto,WET,Pivot,4,,6,8,75.00 %,2023/24
262,263,Alexander Hartwig,HSV,Left Wing,34,,6,14,42.86 %,2023/24
263,264,Elias Newel,FAG,Centre Back,9,,5,7,71.43 %,2023/24
264,265,Antoni Andrzej Doniecki,BHC,Pivot,13,,5,11,45.45 %,2023/24
265,266,Manuel Hörr,MTM,Centre Back,21,,5,6,83.33 %,2023/24
266,267,Samuel Röthlisberger,TVB,Pivot,32,,5,9,55.56 %,2023/24
267,268,Ben Connar Battermann,TBV,Left Back,15,,5,8,62.50 %,2023/24
268,269,Arnór Snær Óskarsson,RNL,Right Back,19,,4,10,40.00 %,2023/24
269,270,Simon Gade,HAN,Goalkeeper,30,,4,6,66.67 %,2023/24
270,271,Marko Kopljar,BER,Right Back,28,,4,5,80.00 %,2023/24
271,272,Uwe Gensheimer,RNL,Left Wing,1,,4,6,66.67 %,2023/24
272,273,Dustin Kraus,EIS,Left Back,15,,4,8,50.00 %,2023/24
273,274,Jann Keno Jacobs,BER,unknown,31,,4,4,100.00 %,2023/24
274,275,Blaž Blagotinšek,SGF,Pivot,34,,3,3,100.00 %,2023/24
275,276,Mischa Locher,HBW,Left Wing,7,,3,3,100.00 %,2023/24
276,277,Matija Spikic,EIS,Goalkeeper,34,,3,5,60.00 %,2023/24
277,278,Till Klimpke,WET,Goalkeeper,34,,3,3,100.00 %,2023/24
278,279,Gedeón Guardiola,HCE,Pivot,20,,3,7,42.86 %,2023/24
279,280,Martin Slaninka,TVB,Pivot,13,,3,8,37.50 %,2023/24
280,281,Ivo Santos,BHC,unknown,18,,3,5,60.00 %,2023/24
281,282,Jan Reimer,BHC,Right Wing,6,,3,7,42.86 %,2023/24
282,283,Dejan Milosavljev,BER,Goalkeeper,34,,3,5,60.00 %,2023/24
283,284,Max Niemann,HSV,Centre Back,16,,3,5,60.00 %,2023/24
284,285,Tom Wolf,MTM,Left Back,8,,2,6,33.33 %,2023/24
285,286,Tim Goßner,FAG,Right Wing,10,,2,2,100.00 %,2023/24
286,287,Sergey Hernández Ferrer,SCM,Goalkeeper,34,,2,2,100.00 %,2023/24
287,288,Tobias Pachmann,HSV,Pivot,4,,2,5,40.00 %,2023/24
288,289,Phil Spandau,WET,Left Wing,6,,2,4,50.00 %,2023/24
289,290,Martin Risom Christensen,HSV,Right Back,13,,2,4,50.00 %,2023/24
290,291,Benjamin Burić,SGF,Goalkeeper,34,,2,2,100.00 %,2023/24
291,292,Nebojsa Simic,MTM,Goalkeeper,34,,2,2,100.00 %,2023/24
292,293,Domagoj Pavlovic,MTM,Centre Back,13,,2,4,50.00 %,2023/24
293,294,Oskar Neudeck,FAG,Left Back,3,,2,6,33.33 %,2023/24
294,295,David Späth,RNL,Goalkeeper,29,,2,4,50.00 %,2023/24
295,296,Uros Todorovic,HBW,Right Back,3,,2,2,100.00 %,2023/24
296,297,Nico Bacani,TVB,Right Wing,6,,2,3,66.67 %,2023/24
297,298,Mika Laurin Sajenev,LEI,Pivot,18,,2,7,28.57 %,2023/24
298,299,Fabian Lucas,TVB,Centre Back,2,,1,1,100.00 %,2023/24
299,300,Valentin Abt,FAG,Centre Back,1,,1,2,50.00 %,2023/24
300,301,Max Günther,BER,Right Wing,1,,1,1,100.00 %,2023/24
301,302,Jan Waldgenbach,MTM,Right Back,8,,1,1,100.00 %,2023/24
302,303,Paul Giesselmann,BHC,Left Wing,1,,1,3,33.33 %,2023/24
303,304,Lennard Benkendorf,HSV,Left Back,13,,1,2,50.00 %,2023/24
304,305,Mateusz Kornecki,EIS,Goalkeeper,30,,1,3,33.33 %,2023/24
305,306,Samir Bellahcene,THW,Goalkeeper,28,,1,2,50.00 %,2023/24
306,307,Ben Janos Szilagyi,THW,Left Wing,5,,1,3,33.33 %,2023/24
307,308,Dario Quenstedt,HAN,Goalkeeper,32,,1,1,100.00 %,2023/24
308,309,Peter Johannesson,BHC,Goalkeeper,33,,1,2,50.00 %,2023/24
309,310,Jens Vortmann,HSV,Goalkeeper,30,,1,1,100.00 %,2023/24
310,311,Christopher Rudeck,BHC,Goalkeeper,30,,1,3,33.33 %,2023/24
311,312,Alexander Weck,BHC,Left Back,9,,1,3,33.33 %,2023/24
312,313,Tibor Ivanisevic,GUM,Goalkeeper,34,,1,5,20.00 %,2023/24
313,314,Fynn Jarik Hasenkamp,TBV,unknown,3,,1,1,100.00 %,2023/24
314,315,Thore Oetjen,TBV,Pivot,2,,1,3,33.33 %,2023/24
315,316,Koray Ayar,HAN,Pivot,16,,1,1,100.00 %,2023/24
316,317,Adam Morawski,MTM,Goalkeeper,34,,1,2,50.00 %,2023/24
317,318,Henri Pabst,THW,Right Back,2,,1,1,100.00 %,2023/24
318,319,Nico Schöttle,TVB,Left Back,2,,0,3,0.00 %,2023/24
319,320,Lasse Ohl,MTM,Pivot,2,,,,,2023/24
320,321,Frederik Sondermann,BHC,Pivot,2,,0,1,0.00 %,2023/24
321,322,Magnus Grupe,RNL,unknown,4,,,,,2023/24
322,323,Paul Ohl,GUM,Left Back,4,,0,1,0.00 %,2023/24
323,324,Dennis Stegemeyer,TVB,Goalkeeper,1,,,,,2023/24
324,325,Malte Runge,TBV,Right Wing,4,,,,,2023/24
325,326,Moritz Köster,GUM,Left Back,7,,0,0,,2023/24
326,327,Magnus Bierfreund,THW,Goalkeeper,8,,0,0,,2023/24
327,328,Bastian Freitag,EIS,Goalkeeper,4,,0,0,,2023/24
328,329,Arnor Thor Gunnarsson,BHC,Right Wing,2,,0,0,,2023/24
329,330,Finn Schroven,GUM,Right Back,7,,0,1,0.00 %,2023/24
330,331,Finn Luca Gründel,HSV,Goalkeeper,1,,,,,2023/24
331,332,Maurice Widmaier,TVB,Centre Back,1,,,,,2023/24
332,333,Oskar Czertowicz,SGF,Centre Back,4,,0,0,,2023/24
333,334,Frederik Puls,TBV,Right Wing,3,,0,0,,2023/24
334,335,Colin Simon,WET,Right Wing,1,,,,,2023/24
335,336,Tizian Weimer,WET,Right Wing,3,,,,,2023/24
336,337,Leon Keller,RNL,Left Back,1,,,,,2023/24
337,338,Leander Altena,BHC,Right Back,1,,,,,2023/24
338,339,Roman Babic,BHC,Goalkeeper,1,,,,,2023/24
339,340,Luis Rodriguez,HAN,Pivot,2,,,,,2023/24
